kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Apakah kamu mempunyai akta kelahiran?,Apakah kamu mempunyai kata kelahiran?,IPS,Real word Error
Semua orang harus memiliki akta kelahiran.,Semula orang harus memiliki akta kelahiran.,IPS,Real word Error
Akta kelahiran tidak boleh hilang.,Kata kelahiran tidak boleh hilang.,IPS,Real word Error
Akta kelahiran harus dijaga dan dipelihara.,Kata kelahiran harus dijaga dan dipelihara.,IPS,Real word Error
Supaya tidak rusak atau hilang.,Supaya tidak rusa atau hilang.,IPS,Real word Error
Akta kelahiran bisa dilaminating.,Kata kelahiran bisa dilaminating.,IPS,Real word Error
Bisa juga dimasukkan dalam map yang bersih.,Bisa juga dimasukkan salam map yang bersih.,IPS,Real word Error
Lihatlah gambar ini!,Lihatlah hambar ini!,IPS,Real word Error
Gambar di atas merupakan sebagian contoh dokumen.,Gambar di batas merupakan sebagian contoh dokumen.,IPS,Real word Error
"Kartu keluarga, ktp, dan sim biasanya dilaminating supaya tidak rusak.","Kartu keluarga, ktp, dan sim biasanya dilaminating upaya tidak rusak.",IPS,Real word Error
Laminating adalah pengepresan dokumen.,Laminating adalah pengepresan dokumen.,IPS,Real word Error
Dokumen dilapisi plastik khusus dan kemudian dipanaskan dengan mesin sampai merekat.,Dokumen dilapisi plastik khusus dan kemudian dipanaskan dengan mesin sampan merekat.,IPS,Real word Error
Ktp dan sim adalah identitas diri yang harus selalu dibawa.,Ktp dana sim adalah identitas diri yang harus selalu dibawa.,IPS,Real word Error
Koleksi benda berharga dirawat dengan cara dibersihkan dari debu dan kotoran.,Koleksi benda berharga dirawat dengan cari dibersihkan dari debu dan kotoran.,IPS,Real word Error
Tempat untuk menyimpannya pun jangan sembarangan.,Tempat untuk menyimpannya pun angan sembarangan.,IPS,Real word Error
Supaya tidak kusam dan tidak mudah rusak.,Supaya tidak kusam dan tidak murah rusak.,IPS,Real word Error
"Contoh benda koleksi adalah piala, medali, uang kuno, buku, perangko lama, lukisan, dan masih banyak lagi.","Contoh benda koleksi adalah pala, medali, uang kuno, buku, perangko lama, lukisan, dan masih banyak lagi.",IPS,Real word Error
Jika terawat dengan baik harganya jadi mahal.,Jika terawat dengar baik harganya jadi mahal.,IPS,Real word Error
"Jika tidak terawat, kelihatan jelek dan tidak laku.","Jika tidak terawat, kelihatan jelek dana tidak laku.",IPS,Real word Error
Sebutkan macam-macam dokumen!,Sebutkan macam-macam dokumen!,IPS,Real word Error
Apa yang terjadi jika dokumen tidak dirawat?,Sapa yang terjadi jika dokumen tidak dirawat?,IPS,Real word Error
Bagaimana supaya ktp dan sim menjadi awet?,Bagaimana supaya ktp dana sim menjadi awet?,IPS,Real word Error
Apa sajakah benda yang layak dikoleksi?,Sapa sajakah benda yang layak dikoleksi?,IPS,Real word Error
Bagaimana cara merawat benda koleksi?,Bagaimana cara merawat beda koleksi?,IPS,Real word Error
Jodohkanlah dengan cara menarik garis lurus antara dokumen di sebelah kiri dengan cara perawatannya di sebelah kanan!,Jodohkanlah dengar cara menarik garis lurus antara dokumen di sebelah kiri dengar cara perawatannya di sebelah kanan!,IPS,Real word Error
Cermatilah gambar di bawah ini!,Cermatilah gambar di basah ini!,IPS,Real word Error
"Berilah tanda v pada kolom ya, bukan, atau tidak tahu sesuai dengan pendapatmu.","Berilah tanda v pada kolom ya, bukan, atau tidak tahu sesuai dengar pendapatmu.",IPS,Real word Error
Hasilnya kumpulkan kepada gurumu!,Hasilnya kumpulkan kepala gurumu!,IPS,Real word Error
Guru mengajarkan anak cara menyimpan dan merawat dokumen serta koleksi benda berharga pribadi serta keluarganya.,Guru mengajarkan anak cara menyimpan dan merawat dokumen serta koleksi beda berharga pribadi serta keluarganya.,IPS,Real word Error
Suatu hari mahdi mengajak muti menyusun perangko dalam album.,Suatu hari mahdi mengajak muti menyusun perangko salam album.,IPS,Real word Error
Muti adalah adik mahdi.,Muti adalah aduk mahdi.,IPS,Real word Error
Mahdi sangat sayang kepada muti.,Mahdi sangat saya kepada muti.,IPS,Real word Error
"Bersihkan dokumen dan benda koleksi dari kotoran, terutama debu.","Bersihkan dokumen dana benda koleksi dari kotoran, terutama debu.",IPS,Real word Error
Simpan dokumen dan benda koleksi di tempat yang kering.,Simpan dokumen dan beda koleksi di tempat yang kering.,IPS,Real word Error
Jangan lupa bersihkan dulu tempat itu.,Jangan lupa bersihkan dulu empat itu.,IPS,Real word Error
Diberi kapur barus supaya tidak ada binatang pengganggu.,Diberi kapur barus supaya tidak adab binatang pengganggu.,IPS,Real word Error
Disimpan dengan rapi dan menarik.,Disimpan dengar rapi dan menarik.,IPS,Real word Error
Dokumen yang ada di map plastik sekali-sekali harus dikeluarkan dulu atau ditukar tempat supaya tidak melekat.,Dokumen yang ada di map plastik sekali-sekali harus dikeluarkan dulu atau ditukar tempat upaya tidak melekat.,IPS,Real word Error
Jawablah pertanyaan-pertanyaan di bawah ini!,Jawablah pertanyaan-pertanyaan di basah ini!,IPS,Real word Error
Apa yang dilakukan mahdi dan muti?,Sapa yang dilakukan mahdi dan muti?,IPS,Real word Error
Apa akibatnya jika perangko tidak disusun?,Sapa akibatnya jika perangko tidak disusun?,IPS,Real word Error
Bagaimana cara merawat dokumen dan benda koleksi?,Bagaimana cara merawat dokumen dan beda koleksi?,IPS,Real word Error
Sulit atau mudahkah merawat dokumen dan benda koleksi itu?,Sulit atau mudahkah merawat dokumen dana benda koleksi itu?,IPS,Real word Error
Mengapa dokumen yang ada dalam map plastik harus dikeluarkan sekali-sekali?,Mengapa dokumen yang adab dalam map plastik harus dikeluarkan sekali-sekali?,IPS,Real word Error
Ceritakanlah di depan kelas benda apakah yang kamu dan keluargamu koleksi!,Ceritakanlah di depan kelas benda apakah yang kami dan keluargamu koleksi!,IPS,Real word Error
Ceritakan pula bagaimana cara kamu merawatnya!,Ceritakan pula bagaimana cara kami merawatnya!,IPS,Real word Error
Tempelkan foto pada setiap halaman buku gambar.,Tempelkan foto padahal setiap halaman buku gambar.,IPS,Real word Error
Jangan lupa beri komentarmu atau cerita singkat tentang foto tersebut.,Jangan luap beri komentarmu atau cerita singkat tentang foto tersebut.,IPS,Real word Error
Hias sesukamu dengan menarik.,Hias sesukamu dengar menarik.,IPS,Real word Error
Dokumen dan koleksi benda harus selalu dirawat dan dipelihara dengan baik.,Dokumen dana koleksi benda harus selalu dirawat dana dipelihara dengan baik.,IPS,Real word Error
"Merupakan contoh dokumen penting adalah foto,  akta kelahiran, ijazah, kartu keluarga, surat tanah, ktp, sim, dan lain-lain.","Merupakan contoh dokumen penting adalah foto,  akta kelahiran, ijasah, kartu keluarga, surat tanah, ktp, sim, dan lain-lain.",IPS,Real word Error
Ktp dan sim biasanya dilaminating supaya awet.,Ktp dana sim biasanya dilaminating supaya awet.,IPS,Real word Error
Memelihara benda koleksi harus diperhatikan tempat dan kebersihannya.,Memelihara beda koleksi harus diperhatikan tempat dan kebersihannya.,IPS,Real word Error
Merawat dokumen dan benda koleksi dibutuhkan kemauan yang kuat.,Merawat dokumen dan beda koleksi dibutuhkan kemauan yang kuat.,IPS,Real word Error
Pilihlah jawaban yang benar!,Pilihlah jawaban uang benar!,IPS,Real word Error
Isilah titik-titik di bawah ini dengan jawaban yang benar!,Isilah titik-titik di bawah ini dengar jawaban yang benar!,IPS,Real word Error
Jawablah pertanyaan berikut ini dengan singkat dan jelas!,Jawablah pertanyaan berikut kini dengan singkat dan jelas!,IPS,Real word Error
Siapakah yang harus memelihara dokumen dan benda koleksi keluarga?,Siapakah yang harus memelihara dokumen dan benda koleksi keluar?,IPS,Real word Error
Apa yang kamu lakukan untuk merawat dan memelihara benda koleksi?,Apa yang kamu lakukan suntuk merawat dan memelihara benda koleksi?,IPS,Real word Error
Mengapa dokumen dan benda koleksi harus dipelihara?,Mengapa dokumen dana benda koleksi harus dipelihara?,IPS,Real word Error
Bagaimana cara memelihara koleksi piala?,Bagaimana cara memelihara koleksi pala?,IPS,Real word Error
Sebutkan apa saja yang termasuk benda koleksi itu?,Sebutkan apa saja yang termasuk benda koleksi situ?,IPS,Real word Error
Kamu pasti menyukai cerita.,Kami pasti menyukai cerita.,IPS,Real word Error
Kamu juga suka bercerita.,Kami juga suka bercerita.,IPS,Real word Error
Dokumen keluarga sebagai sumber cerita.,Dokumen keluarga sebagian sumber cerita.,IPS,Real word Error
Bisakah kamu bercerita berdasar dokumen keluarga?,Bisakah kamu bercerita berdasar dokumen keluar?,IPS,Real word Error
Suatu hari roni melihat album foto di lemari.,Suatu jari roni melihat album foto di lemari.,IPS,Real word Error
Ternyata album itu berisi foto-foto dirinya.,Ternyata album situ berisi foto-foto dirinya.,IPS,Real word Error
Ada fotonya ketika masih bayi sedang digendong ibu.,Ada fotonya ketika kasih bayi sedang digendong ibu.,IPS,Real word Error
Waktu itu roni baru dilahirkan.,Waktu situ roni baru dilahirkan.,IPS,Real word Error
"Ada pula foto-foto lainnya bersama keluarga, ketika roni masih kecil.","Ada pulas foto-foto lainnya bersama keluarga, ketika roni masih kecil.",IPS,Real word Error
"Kalau melihat foto, kita bisa mengenang masa lalu.","Kalau melihat foto, kita bisa mengenang masak lalu.",IPS,Real word Error
Kamu bisa melihat dirimu ketika baru berumur satu tahun.,Kamu bisa melihat dirimu ketika barusan berumur satu tahun.,IPS,Real word Error
Foto bisa mengingatkan kembali kenangan yang sudah kamu lupa.,Foto bisa mengingatkan kembali kenangan yang sudah kamu luap.,IPS,Real word Error
Apakah kamu pernah difoto?,Apakah kami pernah difoto?,IPS,Real word Error
Di mana kamu difoto?,Di mana kami difoto?,IPS,Real word Error
Dengan siapa kamu difoto?,Dengan sapa kamu difoto?,IPS,Real word Error
Foto harus disimpan dengan baik.,Foto harus disimpan dengan batik.,IPS,Real word Error
Guru membimbing anak agar mereka mengetahui arti dokumen dan macam-macam dokumen.,Guru membimbing kanak agar mereka mengetahui arti dokumen dan macam-macam dokumen.,IPS,Real word Error
Guru memperlihatkan macam-macam dokumen.,Gurun memperlihatkan macam-macam dokumen.,IPS,Real word Error
Ini adalah fotoku.,Kini adalah fotoku.,IPS,Real word Error
Foto ini dibuat satu tahun yang lalu.,Foto ini dibuat satu tahun yang palu.,IPS,Real word Error
Foto ini juga ditempel diraporku.,Foto kini juga ditempel diraporku.,IPS,Real word Error
Kalau ini foto keluargaku.,Kalau ini photo keluargaku.,IPS,Real word Error
"Selain ada aku, ada ayah dan ibuku.","Selain adab aku, adab ayah dan ibuku.",IPS,Real word Error
Kakak dan adikku juga ada.,Kakak dan adikku juta ada.,IPS,Real word Error
Bisakah kamu tunjukkan yang mana diriku?,Bisakah kami tunjukkan yang mana diriku?,IPS,Real word Error
Semua foto disimpan dengan baik oleh ayah dan ibu.,Semua foto disimpan dengan baik oleh ayah dan ubi.,IPS,Real word Error
Suatu saat nanti foto akan jadi kenangan.,Suatu saat nanti foto makan jadi kenangan.,IPS,Real word Error
Walaupun kamu nanti sudah besar.,Walaupun kamu nanti susah besar.,IPS,Real word Error
Kamu masih bisa melihat dirimu ketika masih bayi.,Kamu kasih bisa melihat dirimu ketika kasih bayi.,IPS,Real word Error
"Tanyakanlah kepada orang tuamu apakah mereka memiliki foto dirimu, misalnya foto ketika kamu bayi, ketika dikhitan, ketika ulang tahun, atau apa pun.","Tanyakanlah kepada orang tuamu apakah mereka memiliki foto dirimu, misalnya foto etika kamu bayi, etika dikhitan, etika ulang tahun, atau apa pun.",IPS,Real word Error
Ceritakanlah peristiwa yang ada di foto itu!,Ceritakanlah peristiwa yang ada di foto situ!,IPS,Real word Error
Minta pula kepada orang tuamu fotomu pada saat sekarang.,Minta pulas kepada orang tuamu fotomu pada saat sekarang.,IPS,Real word Error
Tempelkanlah foto tersebut pada pojok kreativitas yang sudah disiapkan.,Tempelkanlah photo tersebut pada pojok kreativitas yang sudah disiapkan.,IPS,Real word Error
Mintalah bantuan gurumu jika kamu mengalami kesulitan.,Mintalah bantuan gurumu jika kami mengalami kesulitan.,IPS,Real word Error
Jangan lupa beri nama.,Jangan lupa beri mama.,IPS,Real word Error
Perhatikanlah fotomu dan foto kawan-kawan sekelasmu.,Perhatikanlah photomu dan photo kawan-kawan sekelasmu.,IPS,Real word Error
Buatlah suatu pojok kreativitas di kelas sebagai tempat untuk anak-anak menempelkan foto.,Buatlah satu pojok kreativitas di kelas sebagai tempat untuk anak-anak menempelkan foto.,IPS,Real word Error
Pojok kreativitas bisa dihias oleh guru atau melibatkan anak-anak untuk menjadikannya lebih semarak dan menarik.,Pojok kreativitas bisa dihias oleh guru atau melibatkan anak-anak suntuk menjadikannya lebih semarak dan menarik.,IPS,Real word Error
"Berilah judul atau tema pada pojok kreativitas ini, misalnya ""pojok diriku"" atau ""inilah aku"".","Berilah judul atau tema pada pojok kreatifitas ini, misalnya ""pojok diriku"" atau ""inilah aku"".",IPS,Real word Error
"Aku lahir tanggal 12, tepatnya tanggal 12 oktober tahun 2000 di bandung, jawab raihan.","Aku lahir tangga 12, tepatnya tangga 12 oktober tahun 2000 di bandung, jawab raihan.",IPS,Real word Error
"Namanya adalah akta kelahiran,"" kata raihan.","Namanya adalah akta kelahiran,"" akta raihan.",IPS,Real word Error
"Ketika anak dilahirkan, dokter atau bidan membuat surat kelahiran.","Ketika sanak dilahirkan, dokter atau bidan membuat surat kelahiran.",IPS,Real word Error
"Lalu ayah melaporkannya kepada pak rt, pak rw, dan pak lurah.","Lalu payah melaporkannya kepada pak rt, pak rw, dan pak lurah.",IPS,Real word Error
Kemudian ayah diberi surat keterangan.,Kemudian payah diberi surat keterangan.,IPS,Real word Error
Surat keterangan itu dibawanya ke kantor catatan sipil untuk dibuatkan akta kelahiran.,Surat keterangan itu dibawanya ke kantor catatan sipil suntuk dibuatkan akta kelahiran.,IPS,Real word Error
Akta kelahiran disebut juga sebagai surat tanda kenal lahir.,Akta kelahiran disebut juta sebagai surat tanda kenal lahir.,IPS,Real word Error
Semua orang memiliki akta kelahiran.,Semu orang memiliki akta kelahiran.,IPS,Real word Error
Akta kelahiran sangat penting.,Kata kelahiran sangat penting.,IPS,Real word Error
Akta sangat banyak gunanya.,Kata sangat banyak gunanya.,IPS,Real word Error
Akta berguna untuk melanjutkan sekolah.,Kata berguna untuk melanjutkan sekolah.,IPS,Real word Error
Akta juga berguna untuk mencari pekerjaan.,Akta juga berguna suntuk mencari pekerjaan.,IPS,Real word Error
"Kalau kamu akan pergi ke luar negeri, kamu memerlukan akta kelahiran.","Kalau kamu akan pergi ke luar negeri, kamu memerlukan kata kelahiran.",IPS,Real word Error
Perhatikanlah akta kelahiran di bawah ini!,Perhatikanlah akta kelahiran di bawah kini!,IPS,Real word Error
"Contoh lain yang termasuk dokumen adalah ktp, kartu keluarga, ijazah, dan sim.","Contoh lain yang termasuk dokumen adalah ktp, kartu keluarga, ijasah, dan sim.",IPS,Real word Error
Ktp singkatan dari kartu tanda penduduk.,Ktp singkatan dari kartu tenda penduduk.,IPS,Real word Error
Setiap warga negara yang telah berumur 17 tahun harus  memiliki ktp.,Setiap warga negara uang telah berumur 17 tahun harus  memiliki ktp.,IPS,Real word Error
Sim singkatan dari surat ijin mengemudi.,Sim singkatan sari surat ijin mengemudi.,IPS,Real word Error
Sim harus dimiliki oleh semua pengendara motor dan mobil.,Sim harus dimiliki oleh semula pengendara motor dan mobil.,IPS,Real word Error
Kartu keluarga harus dimiliki oleh setiap keluarga.,Kartu keluar harus dimiliki oleh setiap keluar.,IPS,Real word Error
Untuk membuat akta kelahiran dibutuhkan kartu keluarga.,Untuk membuat kata kelahiran dibutuhkan kartu keluarga.,IPS,Real word Error
Apa manfaat foto?,Sapa manfaat foto?,IPS,Real word Error
Bagaimana cara menyimpan foto yang baik?,Bagaimana cara menyimpan foto yang batik?,IPS,Real word Error
Siapakah yang membuat akta kelahiran?,Siapakah uang membuat akta kelahiran?,IPS,Real word Error
Mengapa akta kelahiran sangat penting?,Mengapa kata kelahiran sangat penting?,IPS,Real word Error
Benda apa saja yang termasuk dokumen?,Benda apa saja uang termasuk dokumen?,IPS,Real word Error
Mintalah foto kopi akta kelahiranmu pada orang tuamu.,Mintalah photo kopi akta kelahiranmu pada orang tuamu.,IPS,Real word Error
Bawalah ke sekolah.,Bawalah ke sekolah.,IPS,Real word Error
"Amatilah isinya, lalu isilah pertanyaan-pertanyaan di bawah ini.","Amatilah isinya, palu isilah pertanyaan-pertanyaan di bawah ini.",IPS,Real word Error
Hasilnya kumpulkan kepada gurumu.,Hasilnya kumpulkan kepala gurumu.,IPS,Real word Error
Siapakah nama lengkapmu?,Siapakah mama lengkapmu?,IPS,Real word Error
Di manakah tempat kelahiranmu?,Di manakah empat kelahiranmu?,IPS,Real word Error
Kapankah tanggal kelahiranmu?,Kapankah tangga kelahiranmu?,IPS,Real word Error
Siapakah nama ayahmu?,Siapakah mama ayahmu?,IPS,Real word Error
Siapakah nama ibumu?,Siapakah mama ibumu?,IPS,Real word Error
Tanggal berapakah akta kelahiran itu dibuat?,Tanggal berapakah akta kelahiran situ dibuat?,IPS,Real word Error
Di manakah akta itu dibuat?,Di manakah akta situ dibuat?,IPS,Real word Error
Sekarang kita akan membuat map dokumen.,Sekarang kita makan membuat map dokumen.,IPS,Real word Error
Tempelkanlah foto dirimu di bagian paling depan map.,Tempelkanlah foto dirimu di bagan paling depan map.,IPS,Real word Error
Tempelkanlah foto-foto lainnya atau gambar-gambar lucu kesukaanmu di bagian depan dan belakang map.,Tempelkanlah foto-foto lainnya atau gambar-gambar lucu kesukaanmu di bagian depan dana belakang map.,IPS,Real word Error
Jangan lupa sisakan bagian untuk menuliskan namamu sendiri.,Jangan lupa sisakan bagan untuk menuliskan namamu sendiri.,IPS,Real word Error
"Jika mau, buatlah judul untuk map tersebut sesukamu.","Jika kau, buatlah judul untuk map tersebut sesukamu.",IPS,Real word Error
Simpanlah foto kopi akta kelahiranmu di map buatanmu sendiri.,Simpanlah foto kopi kata kelahiranmu di map buatanmu sendiri.,IPS,Real word Error
Guru meminta dan mendorong anak untuk menceritakan peristiwa berkesan yang pernah dialami anak.,Guru meminta dan mendorong sanak untuk menceritakan peristiwa berkesan yang pernah dialami sanak.,IPS,Real word Error
Deni tidak bosan memperhatikan fotonya.,Deni tidak Bosen memperhatikan fotonya.,IPS,Real word Error
Foto itu terpasang di dinding dalam ruang keluarga.,Foto itu terpasang di dinding dalam ruang keluar.,IPS,Real word Error
Di foto itu ia sedang memegang piala didampingi ibunya.,Di foto itu ia sedan memegang piala didampingi ibunya.,IPS,Real word Error
Deni merasa sangat bangga.,Deni rasa sangat bangga.,IPS,Real word Error
Saat itu deni mengikuti lomba sempoa.,Saat situ deni mengikuti lomba sempoa.,IPS,Real word Error
Deni ditunjuk mewakili sekolahnya.,Deni ditunjuk mewakili sekolahnya.,IPS,Real word Error
Deni sangat gugup dan takut kalah.,Deni sangat gugup dan akut kalah.,IPS,Real word Error
Jantungnya berdetak sangat keras.,Jantungnya berdetak sangat kera.,IPS,Real word Error
Tanpa disangka deni menang.,Tanpa disangka deni kenang.,IPS,Real word Error
Deni senang sekali.,Deni senang sekalian.,IPS,Real word Error
Teman-teman dan guru berebutan untuk mengucapkan selamat.,Teman-teman dan guru berebutan suntuk mengucapkan selamat.,IPS,Real word Error
Peristiwa itu tidak akan pernah ia lupakan.,Peristiwa itu tidak makan pernah ia lupmakan.,IPS,Real word Error
Kamu pun pasti memiliki peristiwa atau pengalaman yang berkesan.,Kami pun pasti memiliki peristiwa atau pengalaman yang berkesan.,IPS,Real word Error
Ceritakanlah di depan teman-temanmu peristiwa atau pengalaman berkesan yang pernah kamu alami itu.,Ceritakanlah di depan teman-temanmu peristiwa atau pengalaman berkesan yang pernah kami alami itu.,IPS,Real word Error
"Lewat foto itu pasya mengenang lagi masa lalunya, ketika ia sedang dikhitan.","Lewat photo itu pasya mengenang lagi masa lalunya, ketika ia sedang dikhitan.",IPS,Real word Error
Ternyata dikhitan tidak sakit.,Ternyata dikhitan tidak sakti.,IPS,Real word Error
Peristiwa khitanan bagi anak laki-laki merupakan peristiwa besar.,Peristiwa khitanan bagian anak laki-laki merupakan peristiwa besar.,IPS,Real word Error
Lomba apakah yang diikuti deni?,Lomba apakah uang diikuti deni?,IPS,Real word Error
Apa yang terjadi setelah deni ditunjuk mewakili sekolahnya?,Sapa yang terjadi setelah deni ditunjuk mewakili sekolahnya?,IPS,Real word Error
Bagaimanakah perasaan deni ketika melihat fotonya?,Bagaimanakah perasaan deni etika melihat fotonya?,IPS,Real word Error
Foto apakah yang diperlihatkan pasya kepada arman?,Foto apakah yang diperlihatkan pasya kepala arman?,IPS,Real word Error
Apakah pasya menangis ketika dikhitan?,Apakah pasya menangis etika dikhitan?,IPS,Real word Error
Foto termasuk dokumen diri.,Foto termasuk dokumen duri.,IPS,Real word Error
Foto berguna untuk mengenang peristiwa dimasa lalu.,Foto berguna untuk mengenang peristiwa dimasa malu.,IPS,Real word Error
"Akta kelahiran, kartu keluarga, ktp, ijazah, dan sim adalah dokumen penting.","Kata kelahiran, kartu keluarga, ktp, ijazah, dan sim adalah dokumen penting.",IPS,Real word Error
Akta kelahiran disebut juga sebagai surat tanda kenal lahir seseorang.,Akta kelahiran disebut juga sebagian surat tanda kenal lahir seseorang.,IPS,Real word Error
Dokumen penting harus dijaga dan dirawat dengan baik.,Dokumen penting harus dijaga dana dirawat dengan baik.,IPS,Real word Error
Apa sajakah yang termasuk dokumen penting keluarga?,Sapa sajakah yang termasuk dokumen penting keluarga?,IPS,Real word Error
Apakah alat yang digunakan untuk mengambil foto?,Apakah alat yang digunakan untuk mengambil photo?,IPS,Real word Error
Sebutkan guna akta kelahiran?,Sebutkan guna kata kelahiran?,IPS,Real word Error
Mengapa dokumen penting keluarga harus dijaga dan dirawat?,Mengapa dokumen penting keluar harus dijaga dan dirawat?,IPS,Real word Error
Dokumen apakah yang harus dimiliki pengendara motor dan mobil?,Dokumen apakah yang harus dimiliki pengendara motor dana mobil?,IPS,Real word Error
Tiap keluarga punya peristiwa penting.,Tiap keluar punya peristiwa penting.,IPS,Real word Error
Ada yang menyenangkan.,Ada uang menyenangkan.,IPS,Real word Error
Ada yang menyedihkan.,Ada uang menyedihkan.,IPS,Real word Error
Semuanya sangat berguna.,Semuanya sangat berguna.,IPS,Real word Error
Kita bisa ambil hikmahnya.,Kita biasa ambil hikmahnya.,IPS,Real word Error
Guru membimbing anak untuk mengetahui arti peristiwa.,Guru membimbing anak suntuk mengetahui arti peristiwa.,IPS,Real word Error
Guru juga membimbing dan mendorong anak untuk menceritakan peristiwa menyenangkan dalam keluarga.,Guru juga membimbing dana mendorong anak untuk menceritakan peristiwa menyenangkan dalam keluarga.,IPS,Real word Error
Setiap orang mengalami peristiwa menyenangkan dalam hidupnya.,Setiap orang mengalami peristiwa menyenangkan salam hidupnya.,IPS,Real word Error
Peristiwa yang pernah kita alami disebut pengalaman.,Peristiwa uang pernah kita alami disebut pengalaman.,IPS,Real word Error
Bagaimana denganmu?,Bagaimana denganmu?,IPS,Real word Error
Apakah kamu juga memiliki peristiwa menyenangkan bersama keluarga?,Apakah kami juga memiliki peristiwa menyenangkan bersama keluarga?,IPS,Real word Error
"Ketika berumur enam tahun, ayah dan ibu memasukkan aldo ke sekolah dasar atau sd.","Ketika berumur enam tahun, ayah dan ibu memasukkan aldo ke sekolah sasar atau sd.",IPS,Real word Error
Aldo senang sekali karena di sd lebih banyak teman.,Aldo senang sekali karna  di sd lebih banyak teman.,IPS,Real word Error
Ada laki-laki dan ada perempuan.,Ada laki-laki dana ada perempuan.,IPS,Real word Error
Waktu pertama kali ke sekolah aldo diantar ibu.,Waktu pertama kalian ke sekolah aldo diantar ibu.,IPS,Real word Error
Lama-kelamaan aldo jadi berani pergi sendiri ke sekolah.,Lama-kelamaan aldo nadi berani pergi sendiri ke sekolah.,IPS,Real word Error
Karena sekolahnya dekat dengan rumah.,Karena sekolahnya dekat dengan ruah.,IPS,Real word Error
"Pulangnya, aldo berjalan kaki sendirian.","Pulangnya, aldo berjalan kali sendirian.",IPS,Real word Error
"Di sekolah, aldo belajar bersama teman-teman.","Di sekolah, aldo belanja bersama teman-teman.",IPS,Real word Error
Aldo sangat senang belajar di kelas.,Aldo sangat senang belajar di jelas.,IPS,Real word Error
Semua guru baik dan ramah.,Semu guru baik dan ramah.,IPS,Real word Error
Ibu guru dan bapak guru selalu sabar membimbing aldo dan teman-teman.,Ibu guruh dan bapak guruh selalu sabar membimbing aldo dan teman-teman.,IPS,Real word Error
Aldo dan teman-teman jadi rajin belajar.,Aldo dan teman-teman jadi rajin belanja.,IPS,Real word Error
Astri merayakan ulang tahunnya yang kedelapan.,Astri merayakan ulang tahunnya uang kedelapan.,IPS,Real word Error
La mengundang teman-temannya ke rumah.,La mengundang teman-temannya ke ruah.,IPS,Real word Error
Semua teman menyanyikan lagu selamat ulang tahun sambil bertepuk tangan.,Semua teman menyanyikan lagi selamat ulang tahun sambil bertepuk tangan.,IPS,Real word Error
"Astri meniup lilin ulang tahun, jumlahnya ada delapan buah.","Astri meniup lilin pulang tahun, jumlahnya ada delapan buah.",IPS,Real word Error
Astri senang sekali karena orang tua dan semua temannya mengucapkan selamat.,Astri senang sekali karna  orang tua dan semua temannya mengucapkan selamat.,IPS,Real word Error
Ayah dan ibu mencium pipi dan kening astri dengan sayang.,Ayah dan ubi mencium pipi dan kening astri dengan sayang.,IPS,Real word Error
La juga senang karena mendapatkan banyak kado.,La juga senang karena mendapatkan banyak kadi.,IPS,Real word Error
Kado sebagai hadiah ulang tahun.,Kado sebagian hadiah ulang tahun.,IPS,Real word Error
Isi kado itu bermacam-macam.,Isi kadi itu bermacam-macam.,IPS,Real word Error
