kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Saya bisa menulis nama sendiri.,Saya bisa menulis ama sendiri.,Bahasa Indonesia,Deletion Error
Saya bisa menulis huruf b dan b.,Saya isa menulis huruf b dan b.,Bahasa Indonesia,Deletion Error
Ayo bermain!,yo bermain!,Bahasa Indonesia,Deletion Error
Amati gambar ini sambil menyimak guru membaca ceritanya.,Amati gambar ini sambil menyimak guru memaca ceritanya.,Bahasa Indonesia,Deletion Error
Hati-hati! jangan berlari di tempat ramai.,Hati-hati! jangan berlari i tempat ramai.,Bahasa Indonesia,Deletion Error
Lihat arah jalanmu.,Lihat arah jlanmu.,Bahasa Indonesia,Deletion Error
Sabar! jangan berebut.,Sabar! jangan brebut.,Bahasa Indonesia,Deletion Error
Tunggu dengan tenang.,Tunggu dengan tenng.,Bahasa Indonesia,Deletion Error
Hati-hati! temanmu bisa terluka.,Hati-hati! temanmu bis terluka.,Bahasa Indonesia,Deletion Error
Bolehkah aku turun?,Bolehkah aku trun?,Bahasa Indonesia,Deletion Error
Katakan dulu kalau ingin berhenti.,Katakan dulu kalau igin berhenti.,Bahasa Indonesia,Deletion Error
"Kalau semua berhati-hati, kita bisa bermain dengan nyaman.","Kalau semua berhati-hati, kita bisa bermain denan nyaman.",Bahasa Indonesia,Deletion Error
Dengarkan guru membacakan pertanyaan-pertanyaan berikut.,Dengarkan guru membacakan peranyaan-pertanyaan berikut.,Bahasa Indonesia,Deletion Error
"Lalu, jawablah.","Lal, jawablah.",Bahasa Indonesia,Deletion Error
Ada di mana binatang-binatang itu?,Ada di mana bintang-binatang itu?,Bahasa Indonesia,Deletion Error
Permainan apa saja yang kalian lihat pada gambar itu?,Permainan apa saja yang kalian lihat pda gambar itu?,Bahasa Indonesia,Deletion Error
Mana gambar yang menunjukkan kegiatan bermain dengan tidak aman?,Mana gambar yang menunjukkan kegiatan bermain denan tidak aman?,Bahasa Indonesia,Deletion Error
"Tunjukkan kepada guru, lalu jelaskan alasan kalian.","Tunjukkan kepada guru, lalu jelaskan alasan kalan.",Bahasa Indonesia,Deletion Error
Mana gambar yang menunjukkan kegiatan bermain dengan aman?,Mana gambar yang menunjukkan kegiatan bermain denan aman?,Bahasa Indonesia,Deletion Error
Kegiatan bermain apa lagi yang tidak aman untuk anak-anak?,Kegiatan bermain apa lagi yang tidak ama untuk anak-anak?,Bahasa Indonesia,Deletion Error
Nyanyikan lagu di bawah ini.,Nyanyikan lagu di bawa ini.,Bahasa Indonesia,Deletion Error
Ikuti guru membaca.,Ikuti guru memaca.,Bahasa Indonesia,Deletion Error
Perhatikan tanda bacanya.,Perhatikan tanda bcanya.,Bahasa Indonesia,Deletion Error
Bukan begitu caranya!,Bukan begitu cranya!,Bahasa Indonesia,Deletion Error
Apakah kamu terluka?,Apakah kamu teruka?,Bahasa Indonesia,Deletion Error
Jangan begitu!,Janan begitu!,Bahasa Indonesia,Deletion Error
"Setelah membaca kalimat di atas, jawablah guru dengan jelas dan sopan.","Setelah membaca kalimat di atas, jawablah gru dengan jelas dan sopan.",Bahasa Indonesia,Deletion Error
Mana perbuatan yang tidak boleh dilakukan?,Mana perbuatan yang tida boleh dilakukan?,Bahasa Indonesia,Deletion Error
Mana perbuatan yang boleh dilakukan?,Mana perbuatan yang bole dilakukan?,Bahasa Indonesia,Deletion Error
Tanda tanya dan tanda seru.,Tanda tanya dan tnda seru.,Bahasa Indonesia,Deletion Error
Tanda seru (!) digunakan dalam kalimat larangan atau perintah.,Tanda seru (!) digunakan dalam kalimat larangan ata perintah.,Bahasa Indonesia,Deletion Error
Tanda tanya (?) digunakan dalam kalimat tanya.,Tanda tanya (?) digunakan dala kalimat tanya.,Bahasa Indonesia,Deletion Error
Cara membacanya berbeda.,Cara membacanya erbeda.,Bahasa Indonesia,Deletion Error
Ikuti guru membaca kalimat-kalimat di bawah ini.,Ikuti guru membaca kalimat-kalimat di bawah ni.,Bahasa Indonesia,Deletion Error
"Gunakan intonasi yang benar, ya.","Gunakan intonasi yang bena, ya.",Bahasa Indonesia,Deletion Error
Apakah kalian mau bermain denganku?,Apakah kalian mau bermin denganku?,Bahasa Indonesia,Deletion Error
"Sekarang, tulislah dua tanda baca di atas.","Sekarang, tulislah dua tanda baca di ata.",Bahasa Indonesia,Deletion Error
"Ingat, pegang pensil kalian dengan benar, ya.","Ingat, pegang pensil kalian dengan benar, y.",Bahasa Indonesia,Deletion Error
"Saat menulis, duduklah dengan tegak.","Saat menulis, duduklah dengn tegak.",Bahasa Indonesia,Deletion Error
Bacalah dengan teman-teman.,Bacalah dengan temn-teman.,Bahasa Indonesia,Deletion Error
Ikuti petunjuk guru kalian.,Ikuti petunjuk gru kalian.,Bahasa Indonesia,Deletion Error
Tunjukkan kepada guru dan sebutkan namanya.,Tunjukkan kepada guru an sebutkan namanya.,Bahasa Indonesia,Deletion Error
Bacalah suku kata berikut ini.,Bacalah suku kata beriut ini.,Bahasa Indonesia,Deletion Error
Bacalah kartu kata bersama dengan guru.,Bacalah kartu kata bersma dengan guru.,Bahasa Indonesia,Deletion Error
"Tunjukkan kepada guru, ya.","Tunjukkan kepada gru, ya.",Bahasa Indonesia,Deletion Error
Tulislah huruf ini di buku tulis kalian.,Tulislah huruf ini di buku tulis kalan.,Bahasa Indonesia,Deletion Error
Apa namanya?,pa namanya?,Bahasa Indonesia,Deletion Error
"Tuliskan namanya dengan melengkapi suku kata di sebelahnya, ya.","Tuliskan namanya dengan melengkapi suku kata d sebelahnya, ya.",Bahasa Indonesia,Deletion Error
"Amati gambar ini dengan cermat, ya.","Amati gambar ini dengn cermat, ya.",Bahasa Indonesia,Deletion Error
"Setelah mengamati gambar, diskusikan jawaban dari pertanyaan-pertanyaan di bawah ini dengan guru dan teman-teman.","Setelah mengamati gambar, diskusikan jawaban dari pertnyaan-pertanyaan di bawah ini dengan guru dan teman-teman.",Bahasa Indonesia,Deletion Error
Tempat apa yang kalian lihat dalam gambar?,Tempat apa yang kalian lihat dalam gamar?,Bahasa Indonesia,Deletion Error
Kegiatan apa yang tidak boleh kalian tiru? mengapa?,Kegiatan apa yang tidak boleh kalian tir? mengapa?,Bahasa Indonesia,Deletion Error
Di mana tempat bermain yang aman?,Di mana tempat bermin yang aman?,Bahasa Indonesia,Deletion Error
Adakah tempat bermain yang aman di dekat rumah kalian? disebut apakah tempat itu?,Adakah tempat bermain yang aman di dekt rumah kalian? disebut apakah tempat itu?,Bahasa Indonesia,Deletion Error
Amati dulu gambar ini sebelum menjawab pertanyaan guru.,Amati dulu gambar ini sebelum menjawab peranyaan guru.,Bahasa Indonesia,Deletion Error
"Lalu, jawablah pertanyaan-pertanyaan guru ini dengan jelas.","Lalu, jawablah pertanyaan-pertanyaan guru ini dengan jels.",Bahasa Indonesia,Deletion Error
Ada berapa anak pada gambar di atas?,Ada berapa anak pada gambar di ata?,Bahasa Indonesia,Deletion Error
"Dari kedua anak pada gambar itu, yang manakah caca?","Dari kedua anak pada gambar itu, yan manakah caca?",Bahasa Indonesia,Deletion Error
"Menurutmu, apa yang bisa dilakukan caca?","Menurutmu, apa yang isa dilakukan caca?",Bahasa Indonesia,Deletion Error
"Apa isi ceritanya, ya?","Apa isi certanya, ya?",Bahasa Indonesia,Deletion Error
Simak cerita ini dengan saksama.,Simak cerita ini dengn saksama.,Bahasa Indonesia,Deletion Error
"Lalu, ikuti guru membaca ceritanya.","Lalu, ikuti guru membca ceritanya.",Bahasa Indonesia,Deletion Error
Cika bisa naik sepeda roda dua.,Cika bisa naik sepea roda dua.,Bahasa Indonesia,Deletion Error
Caca juga harus bisa!,Caca juga hars bisa!,Bahasa Indonesia,Deletion Error
Caca ingin roda bantu ini dilepas saja.,Caca ingin roda bantu ini dilepas sja.,Bahasa Indonesia,Deletion Error
Caca belajar pelan-pelan.,Caca belajar peln-pelan.,Bahasa Indonesia,Deletion Error
Ia bisa!,I bisa!,Bahasa Indonesia,Deletion Error
Bagaimana cara kamu dapat naik sepeda roda dua?,Bagaimana cara kamu dapat naik sepeda rod dua?,Bahasa Indonesia,Deletion Error
Gambarkan caranya di buku tulis kalian.,Gambarkan caranya di uku tulis kalian.,Bahasa Indonesia,Deletion Error
Lihat nama teman-teman di kelas kalian.,Lihat nama teman-teman i kelas kalian.,Bahasa Indonesia,Deletion Error
"Atau, kalian dapat menulis nama caca dan cika.","Atau, kalian dapat menulis nama caca an cika.",Bahasa Indonesia,Deletion Error
"Dengan melengkapi nama di atas, kalian berlatih menulis huruf dengan arah yang benar.","Dengan melengkapi nama di atas, kalian beratih menulis huruf dengan arah yang benar.",Bahasa Indonesia,Deletion Error
Ibu selalu terlambat menjemput momo ke sekolah.,Ibu selalu terlambat menjemput momo ke seklah.,Bahasa Indonesia,Deletion Error
"Agar tidak terlambat, ibu mau belajar mengendarai sepeda.","Agar tidak terlambat, ibu mau belajar menendarai sepeda.",Bahasa Indonesia,Deletion Error
Berhasilkah ibu?,Berasilkah ibu?,Bahasa Indonesia,Deletion Error
"Mintalah ayah, ibu, atau kakak untuk mengisi judul, nama penulis, dan ilustrator bukunya.","Mintalah ayah, ibu, atau kakak untuk menisi judul, nama penulis, dan ilustrator bukunya.",Bahasa Indonesia,Deletion Error
Apakah kalian suka buku ini?,Apakah kalian suka uku ini?,Bahasa Indonesia,Deletion Error
"Warnai salah satu gambar di bawah ini untuk menjelaskan apakah kalian suka, tidak suka, atau biasa saja.","Warnai salah satu gambar di bawah ni untuk menjelaskan apakah kalian suka, tidak suka, atau biasa saja.",Bahasa Indonesia,Deletion Error
Gambarkan sepeda yang paling kalian sukai bentuknya di buku ini.,Gambarkan sepeda yang paling kalian sukai benuknya di buku ini.,Bahasa Indonesia,Deletion Error
Hore! bab 2 sudah selesai.,Hore! bab 2 suda selesai.,Bahasa Indonesia,Deletion Error
Guru akan membantu kalian.,Guru akan memantu kalian.,Bahasa Indonesia,Deletion Error
Saya dapat menjelaskan tentang bermain yang aman.,Saya dapat menjelaskan tentang bermain yang ama.,Bahasa Indonesia,Deletion Error
Saya dapat menjelaskan tentang tempat bermain yang aman.,Saya dapat menjelaskan tentang tempat bermain yan aman.,Bahasa Indonesia,Deletion Error
Saya dapat membaca kalimat dengan tanda seru (!).,Saya dapat membaca kalimat dengan tanda ser (!).,Bahasa Indonesia,Deletion Error
Saya dapat membaca kalimat dengan tanda tanya (?).,Saya dapat membaca kalimat dengan tanda tana (?).,Bahasa Indonesia,Deletion Error
Saya dapat menggambarkan ulang cerita.,Saya dapat menggambarkan ulan cerita.,Bahasa Indonesia,Deletion Error
"Amati gambar di atas, lalu jawab pertanyaan-pertanyaan berikut.","Amati gambar di atas, lalu jawab pertnyaan-pertanyaan berikut.",Bahasa Indonesia,Deletion Error
Apa yang kalian lihat pada gambar?,Apa yang kalian liha pada gambar?,Bahasa Indonesia,Deletion Error
Dapatkah kalian melihat kuman pada gambar?,Dapatkah kalian melihat kuma pada gambar?,Bahasa Indonesia,Deletion Error
Apa yang terjadi pada kuman itu?,Apa yang terjadi ada kuman itu?,Bahasa Indonesia,Deletion Error
Dilo sakit pilek.,Dilo sakit pilk.,Bahasa Indonesia,Deletion Error
Di hidungnya ada banyak kuman.,Di hidungnya ada bnyak kuman.,Bahasa Indonesia,Deletion Error
Hidung dilo jadi gatal.,Hidung dilo jad gatal.,Bahasa Indonesia,Deletion Error
Kuman dilo di mana-mana.,Kuman dlo di mana-mana.,Bahasa Indonesia,Deletion Error
Untung teman-teman dilo tidak lupa.,Untung teman-teman dilo tida lupa.,Bahasa Indonesia,Deletion Error
Mereka selalu mencuci buah sebelum memakannya.,Mereka selalu mencuci uah sebelum memakannya.,Bahasa Indonesia,Deletion Error
Mereka tak lupa pula untuk mencuci tangan.,Mereka tak lupa pula untuk mencuci tanan.,Bahasa Indonesia,Deletion Error
Diskusikan jawaban untuk pertanyaan-pertanyaan guru ini.,Diskusikan jawaban untuk peranyaan-pertanyaan guru ini.,Bahasa Indonesia,Deletion Error
"Ingat, angkat tangan dulu sebelum berbicara.","Ingat, angkat tangan ulu sebelum berbicara.",Bahasa Indonesia,Deletion Error
Apa yang terjadi pada hidung dilo saat ia pilek?,Apa yang terjadi pada hidung dilo saa ia pilek?,Bahasa Indonesia,Deletion Error
Apa yang terjadi saat dilo bersin?,Apa yang terjadi aat dilo bersin?,Bahasa Indonesia,Deletion Error
Apa yang teman dilo lakukan terhadap apel yang akan dimakannya?,Apa yang teman dilo lakukan terhadap ape yang akan dimakannya?,Bahasa Indonesia,Deletion Error
Mengapa ia melakukannya?,Mengapa ia melkukannya?,Bahasa Indonesia,Deletion Error
Apa yang bu guru pakaikan ke wajah dilo?,Apa yang bu guru pakaikan ke wjah dilo?,Bahasa Indonesia,Deletion Error
Mengapa dilo harus memakainya saat pilek?,Mengapa dilo harus memakaiya saat pilek?,Bahasa Indonesia,Deletion Error
Dengarkan kalimat yang dibacakan guru.,Dengarkan kalimat yang dibcakan guru.,Bahasa Indonesia,Deletion Error
"Kemudian, selesaikan kalimat di bawah ini dengan menggambar jawaban kalian di dalam kotak.","Kemudian, selesaikan kalimat di bawah ini denan menggambar jawaban kalian di dalam kotak.",Bahasa Indonesia,Deletion Error
"Dengarkan petunjuk guru, ya.","Dengarkan petunjuk gru, ya.",Bahasa Indonesia,Deletion Error
"Lalu, ceritakan gambar itu kepada teman kalian.","Lalu, ceritakan gambar itu kepada teman kalan.",Bahasa Indonesia,Deletion Error
Ceritakanlah kepada guru dan teman.,Ceritakanlah kepada guru an teman.,Bahasa Indonesia,Deletion Error
Tunjuklah gambar kuman pada cerita awas kuman.,Tunjuklah gambar kumn pada cerita awas kuman.,Bahasa Indonesia,Deletion Error
"Menurut kalian, apakah kuman itu?","Menurut kalian, apakah kuma itu?",Bahasa Indonesia,Deletion Error
Kuman bisa terdapat di mana saja?,Kuman bisa terdapat i mana saja?,Bahasa Indonesia,Deletion Error
Apa yang terjadi bila kita tertular penyakit?,Apa yang terjadi bila kita tertular penakit?,Bahasa Indonesia,Deletion Error
Bagaimana caranya agar kita terhindar dari kuman?,Bagaimana caranya agar kita terhindar dari kumn?,Bahasa Indonesia,Deletion Error
"Tunjukkan dan sebutkan namanya kepada teman dan guru, ya.","Tunjukkan an sebutkan namanya kepada teman dan guru, ya.",Bahasa Indonesia,Deletion Error
Bacalah lagi sebelum menuliskannya.,Bacalah lagi sbelum menuliskannya.,Bahasa Indonesia,Deletion Error
Ikuti guru membacanya.,Ikuti guru memacanya.,Bahasa Indonesia,Deletion Error
"Sekarang, dapatkah kalian menuliskannya?","Sekarang, dapatkah kalan menuliskannya?",Bahasa Indonesia,Deletion Error
"Guru akan membacakan cerita ini. simak baik-baik, ya.","Guru akan membacakan cerita ini. simak bai-baik, ya.",Bahasa Indonesia,Deletion Error
"Kalau kalian bersin, jangan lupa tutup mulut dengan lengan kalian.","Kalau kalian bersin, jangan lupa tutup mlut dengan lengan kalian.",Bahasa Indonesia,Deletion Error
Tekuk siku dan batuk kebagian dalam lengan.,Tekuk siku dan batuk kebagian dalam lenan.,Bahasa Indonesia,Deletion Error
"Begitu keluar dari kamar mandi, jangan lupa cuci tangan kalian.","Begitu keluar dari kamar mandi, jangan lup cuci tangan kalian.",Bahasa Indonesia,Deletion Error
"Ingat! tutup mulut saat bersin dan batuk, juga cuci tanganmu.","Ingat! tutup mulut saat bersin dan batk, juga cuci tanganmu.",Bahasa Indonesia,Deletion Error
Itu supaya kalian tidak menyebarkan kuman kepada orang-orang di sekitar.,Itu supaya kalian tidak menyebarkan kuman kepda orang-orang di sekitar.,Bahasa Indonesia,Deletion Error
"Setelah menyimak cerita di atas, jawablah pertanyaan-pertanyaan berikut ini.","Setelah menyimak cerita di atas, jawablah pertnyaan-pertanyaan berikut ini.",Bahasa Indonesia,Deletion Error
Mengapa kalian tidak boleh menyebarkan kuman kepada orang lain?,Mengapa kalian tidak boleh menyebarkan kuman kepda orang lain?,Bahasa Indonesia,Deletion Error
Apa yang bisa kalian lakukan agar kuman tidak berpindah ke tubuh orang lain?,Apa yang bisa kalian lakukan agar kumn tidak berpindah ke tubuh orang lain?,Bahasa Indonesia,Deletion Error
"Lalu, dengarkan penjelasan guru di bawah ini.","Lalu, dengarkan penjelasan guru di bawah ni.",Bahasa Indonesia,Deletion Error
Cuci tangan harus sampai bersih.,Cuci tangan harus smpai bersih.,Bahasa Indonesia,Deletion Error
Cuci tangan tidak harus cepat-cepat.,Cuci tangan tidak haru cepat-cepat.,Bahasa Indonesia,Deletion Error
Kalian bisa melakukannya sambil menyanyikan lagu ini.,Kalian bisa melakukannya sambil menyanyikan lagu ni.,Bahasa Indonesia,Deletion Error
"Ikuti guru, ya.","Ikuti guru, y.",Bahasa Indonesia,Deletion Error
"Sekarang, bacalah beberapa suku kata berikut.","Sekarang, bacalah beberapa uku kata berikut.",Bahasa Indonesia,Deletion Error
